target,反应类型,条件,truetarget,CorAns,Position,congruency,AffValue,flankerPic,targetPic,corAnsF,corAnsA,RestPic,returnPractice.thisRepN,returnPractice.thisTrialN,returnPractice.thisN,returnPractice.thisIndex,pracNum.thisRepN,pracNum.thisTrialN,pracNum.thisN,pracNum.thisIndex,NumBlock1.thisRepN,NumBlock1.thisTrialN,NumBlock1.thisN,NumBlock1.thisIndex,NumBlock2.thisRepN,NumBlock2.thisTrialN,NumBlock2.thisN,NumBlock2.thisIndex,returnPrac.thisRepN,returnPrac.thisTrialN,returnPrac.thisN,returnPrac.thisIndex,PracAff.thisRepN,PracAff.thisTrialN,PracAff.thisN,PracAff.thisIndex,AffBlocks.thisRepN,AffBlocks.thisTrialN,AffBlocks.thisN,AffBlocks.thisIndex,AffBlock1.thisRepN,AffBlock1.thisTrialN,AffBlock1.thisN,AffBlock1.thisIndex,respNum2word.keys,respNum2word.corr,respNum2word.rt,blank.started,text.started,blank.stopped,text.stopped,respFlanker.keys,respFlanker.corr,thisWord,respAffWord.keys,respAffWord.corr,respAffWord.rt,respFlanker.rt,姓名,性别,年龄（周岁）,date,expName,psychopyVersion,frameRate,
6E,1,1,E,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,a,1,2.0056821999605745,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
7A,1,2,A,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,a,1,1.802445900044404,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
F4,2,1,4.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,54,54,54,,,,,,,,,,,,,,,,,l,1,1.437464699964039,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
2g,2,2,2.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,55,55,55,,,,,,,,,,,,,,,,,l,1,1.9444697999861091,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
7E,1,1,E,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,56,56,56,,,,,,,,,,,,,,,,,a,1,0.9191852000076324,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
G4,1,2,G,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,57,57,57,,,,,,,,,,,,,,,,,a,1,1.405037400079891,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
2F,2,1,2.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,58,58,58,,,,,,,,,,,,,,,,,l,1,1.313294899999164,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
E9,2,2,9.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,59,59,59,,,,,,,,,,,,,,,,,a,1,1.0490544999483973,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
5f,1,1,f,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,60,60,60,,,,,,,,,,,,,,,,,l,1,1.1386989000020549,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
e7,1,2,e,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,61,61,61,,,,,,,,,,,,,,,,,l,1,1.6490173999918625,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
f2,2,1,2.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,62,62,62,,,,,,,,,,,,,,,,,l,1,1.283088400028646,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
G9,2,2,9.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,63,63,63,,,,,,,,,,,,,,,,,a,1,1.0840238999808207,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
7g,1,1,g,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,64,64,64,,,,,,,,,,,,,,,,,l,1,2.2440258000278845,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
F8,1,2,F,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,65,65,65,,,,,,,,,,,,,,,,,a,1,1.814906100044027,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
A7,2,1,7.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,66,66,66,,,,,,,,,,,,,,,,,a,1,1.882176199927926,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
4G,2,2,4.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,67,67,67,,,,,,,,,,,,,,,,,l,1,0.859204399981536,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
g2,1,1,g,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,68,68,68,,,,,,,,,,,,,,,,,l,1,1.1812782998895273,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
g4,1,2,g,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,69,69,69,,,,,,,,,,,,,,,,,l,1,0.9698810999980196,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
7a,2,1,7.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,70,70,70,,,,,,,,,,,,,,,,,a,1,1.0701825000578538,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
8e,2,2,8.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,71,71,71,,,,,,,,,,,,,,,,,l,1,1.7911060999613255,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
h4,1,1,h,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,72,72,72,,,,,,,,,,,,,,,,,l,1,1.5795529999304563,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
G8,1,2,G,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,73,73,73,,,,,,,,,,,,,,,,,a,1,1.064731499995105,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
6F,2,1,6.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,74,74,74,,,,,,,,,,,,,,,,,l,1,1.642165399971418,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
g5,2,2,5.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,75,75,75,,,,,,,,,,,,,,,,,a,1,1.6526544999796897,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
G5,1,1,G,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,76,76,76,,,,,,,,,,,,,,,,,a,1,1.1421375001082197,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
h5,1,2,h,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,,,,,0,77,77,77,,,,,,,,,,,,,,,,,l,1,1.9403682999545708,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
9G,2,1,9.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,78,78,78,,,,,,,,,,,,,,,,,a,1,1.2589210999431089,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
F3,2,2,3.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,,,,,0,79,79,79,,,,,,,,,,,,,,,,,a,1,0.8853027001023293,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,6,,,,,,,,,,,,620.8055268999888,622.0042503000004,622.0208731000312,622.6342164000962,None,0,富足,k,1,1.16518809995614,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,7,,,,,,,,,,,,625.3858865000075,626.5852321999846,626.5852321999846,627.1058709000936,s,0,假冒,l,1,1.5156241999939084,1.1012197999516502,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,3,,,,,,,,,,,,629.8336431999924,631.0330123000313,631.0330123000313,631.6020304000704,s,1,冷笑,l,1,2.2312677999725565,0.6923032999038696,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,5,,,,,,,,,,,,634.6478815000737,635.8472776000854,635.8472776000854,636.3621651000576,s,1,心慌,l,1,2.175667000003159,0.8392725000157952,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,2,,,,,,,,,,,,639.4954315000214,640.6948408000171,640.6948408000171,641.1632204999914,a,1,热切,k,1,1.433665500022471,0.6739359999774024,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,1,,,,,,,,,,,,643.393493300071,644.5928974000271,644.5928974000271,645.1646674000658,a,1,排斥,l,1,1.3508377000689507,0.7965690999990329,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,0,,,,,,,,,,,,647.4247962000081,648.6241824000608,648.6241824000608,649.0864529000828,s,1,奉献,k,1,1.653382100048475,0.5201742999488488,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,4,,,,,,,,,,,,651.3894612999866,652.5888615000295,652.5888615000295,653.0102555000922,a,1,畅销,k,1,1.6762301000999287,0.9016818000236526,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,4,,,,,,,,,,,,677.5596201000735,678.7590212000068,678.7590212000068,679.2800955000566,a,1,吉祥,k,1,0.8415475999936461,0.6000435999594629,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,3,,,,,,,,,,,,680.8415831000311,682.040665699984,682.040665699984,682.5549962000223,s,1,自卑,l,1,0.836631300044246,0.4938222999917343,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,,,,684.0063713000854,685.2058036000235,685.2058036000235,685.6744377000723,a,1,珍藏,k,1,0.8385109000373632,0.5709695999976248,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,6,,,,,,,,,,,,687.2047559000785,688.4041395999957,688.4041395999957,688.9744738000445,s,1,正直,k,1,1.853355300030671,0.7446334999985993,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,,,,,,,,,,,,,,,,,,1,0,1,0,0,4,4,7,,,,,,,,,,,,691.685800599982,692.8852149000159,692.8852149000159,693.4067647000775,a,1,禁止,l,1,1.3177717999788001,0.7617813000688329,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,,,,,,,,,,,,,,,,,,1,0,1,0,0,5,5,0,,,,,,,,,,,,695.6005236000055,696.7999236000469,696.7999236000469,697.2703564000549,s,1,振作,k,1,1.1982556000584736,0.5125238000182435,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,,,,,,,,,,,,,,,,,,1,0,1,0,0,6,6,5,,,,,,,,,,,,699.0820959000848,700.2815204000799,700.2815204000799,700.7943747000536,s,1,别扭,l,1,1.8876151000149548,0.9890828999923542,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,,,,,,,,,,,,,,,,,,1,0,1,0,0,7,7,1,,,,,,,,,,,,703.796420800034,704.9957794999937,704.9957794999937,705.4578403000487,a,1,伤心,l,1,0.946912799961865,0.5161860999651253,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,64,,,,710.3078056999948,711.3759262000676,711.5092182999942,711.9974160999991,s,1,爽朗,k,1,0.8862824999960139,0.5633350999560207,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,36,,,,713.5581708000973,714.7575246000197,714.7575246000197,715.3690241000149,a,1,富足,k,1,0.8199604999972507,0.6695885000517592,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,30,,,,716.9897765000351,718.1891751000658,718.1891751000658,718.8126711000223,s,1,吉祥,k,1,1.0466224999399856,1.037287599989213,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,52,,,,721.0043981000781,722.2038225000724,722.2038225000724,722.7180989000481,a,1,瑰丽,k,1,1.0226170000387356,0.978638399974443,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,58,,,,724.8358365000458,726.0352050000802,726.0352050000802,726.6056215000572,a,1,珍藏,k,1,1.4342679999535903,0.6177054999861866,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,2,,,,728.783836800023,729.983277500025,729.983277500025,730.4497032000218,a,1,奉献,k,1,0.8614538999972865,0.5614313000114635,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,29,,,,731.9822474000975,733.1816254000878,733.1816254000878,733.5918938000686,s,1,杂乱,l,1,0.8634944999357685,0.6133962000021711,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,37,,,,735.1972506000893,736.3966870000586,736.3966870000586,736.8347143999999,s,1,黑暗,l,1,0.8707423000596464,0.8298974999925122,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,77,,,,738.6288914000615,739.8282823000336,739.8282823000336,740.2903026000131,s,1,心慌,l,1,0.9838877000147477,0.7561136001022533,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,46,,,,742.160401500063,743.3597950000549,743.3597950000549,743.8746969000204,s,1,旺盛,k,1,1.0432190999854356,0.7347623000387102,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,40,,,,745.7752603000263,746.9746571000433,746.9746571000433,747.5388534000376,s,1,公平,k,1,0.8675996999954805,0.5016480999765918,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,0,,,,749.040272400016,750.2397295000264,750.2397295000264,750.7663674000651,s,1,清秀,k,1,1.2625948000932112,0.6313646000344306,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,57,,,,752.7717360000825,753.97112500004,753.97112500004,754.5857614000561,a,1,烦恼,l,1,2.33678290003445,0.6155885000480339,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,4,,,,757.669301200076,758.8687071000459,758.8687071000459,759.287251300062,a,1,舒畅,k,1,0.8387647001072764,0.8457101000240073,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,28,,,,761.0842037000693,762.2836554000387,762.2836554000387,762.9010185000952,a,1,俊秀,k,1,1.0392802999122068,0.8468504999764264,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,75,,,,764.8989594000159,766.098422100069,766.098422100069,766.6152455999982,s,1,丢失,l,1,1.4675344000570476,1.4766991999931633,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,15,,,,769.6799376000417,770.8793105999939,770.8793105999939,771.3941165000433,a,1,悲观,l,1,2.449979299912229,0.6718434999929741,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,25,,,,774.644084700034,775.8434488000348,775.8434488000348,776.3119160000933,a,1,损害,l,1,1.0617318999720737,0.6215992999495938,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,76,,,,778.1089700000593,779.3083780000452,779.3083780000452,779.8309190000873,a,1,廉洁,k,1,0.7715479999314994,0.8019205000018701,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,54,,,,781.5239264999982,782.7233742000535,782.7233742000535,783.2933952000458,s,1,鲜艳,k,1,2.1757011000299826,0.6817858999129385,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,69,,,,786.271549200057,787.471001900034,787.471001900034,787.9993110999931,s,1,自卑,l,1,0.9321829999098554,0.7436933999415487,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,21,21,20,,,,789.7697759000584,790.9692524999846,790.9692524999846,791.3895451000426,a,1,生动,k,1,1.9070964999264106,0.8492855000076815,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,22,22,39,,,,794.2675137000624,795.4669419000857,795.4669419000857,795.8794573000632,a,1,罚款,l,1,0.804474400007166,0.7352178000146523,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,23,23,70,,,,797.5492281999905,798.7486338000745,798.7486338000745,799.3671812000684,s,1,敬佩,k,1,2.384183199959807,0.7974854999920353,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,24,24,43,,,,802.6632935000816,803.8627181000775,803.8627181000775,804.3312957000453,s,1,忧虑,l,1,1.5901685999706388,0.5385529999621212,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,25,25,53,,,,806.5779740000144,807.7774131000042,807.7774131000042,808.3416622000514,s,1,排斥,l,1,1.2314274000236765,0.7474455999908969,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,26,26,13,,,,810.4260614000959,811.6254795000423,811.6254795000423,812.2400822000345,s,1,郁闷,l,1,1.1362372000003234,0.7218127000378445,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,27,27,63,,,,814.2408057000721,815.4402457000688,815.4402457000688,816.0131250000559,a,1,孤单,l,1,0.8790885999333113,0.7885149999056011,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,28,28,22,,,,817.7890099000651,818.988480100059,818.988480100059,819.6008081000764,s,1,享受,k,1,0.8309744999278337,0.6461661000503227,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,29,29,19,,,,821.1873325000051,822.3867324000457,822.3867324000457,822.8058407000499,s,1,争吵,l,1,0.9840497999684885,0.6476350999437273,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,30,30,6,,,,824.5522895000177,825.7517029000446,825.7517029000446,826.1697216000175,s,1,卓越,None,0,,0.7630873000016436,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,31,31,73,,,,829.5331212000456,830.7158434999874,830.7325291000307,831.2802885000128,a,1,禁止,l,1,0.8111283000325784,0.5205763999838382,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,32,32,33,,,,832.7315137999831,833.9309210000793,833.9309210000793,834.4527866999852,a,1,穷苦,l,1,0.8980864000041038,0.48398800007998943,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,33,33,56,,,,835.9465469000861,837.1459422000917,837.1459422000917,837.7607615999877,s,1,留恋,k,1,1.3193237000377849,0.49702130001969635,sxc,m,22,2024-04-11_15h34.28.642,mian,2022.2.4,60.01774128159565,
