target,反应类型,条件,truetarget,CorAns,Position,congruency,AffValue,flankerPic,targetPic,corAnsF,corAnsA,RestPic,returnPractice.thisRepN,returnPractice.thisTrialN,returnPractice.thisN,returnPractice.thisIndex,pracNum.thisRepN,pracNum.thisTrialN,pracNum.thisN,pracNum.thisIndex,NumBlock1.thisRepN,NumBlock1.thisTrialN,NumBlock1.thisN,NumBlock1.thisIndex,NumBlock2.thisRepN,NumBlock2.thisTrialN,NumBlock2.thisN,NumBlock2.thisIndex,returnPrac.thisRepN,returnPrac.thisTrialN,returnPrac.thisN,returnPrac.thisIndex,PracAff.thisRepN,PracAff.thisTrialN,PracAff.thisN,PracAff.thisIndex,AffBlocks.thisRepN,AffBlocks.thisTrialN,AffBlocks.thisN,AffBlocks.thisIndex,AffBlock1.thisRepN,AffBlock1.thisTrialN,AffBlock1.thisN,AffBlock1.thisIndex,respNum2word.keys,respNum2word.corr,respNum2word.rt,text.started,text.stopped,blank.started,blank.stopped,respFlanker.keys,respFlanker.corr,thisWord,respAffWord.keys,respAffWord.corr,respAffWord.rt,respFlanker.rt,姓名,性别,年龄（周岁）,date,expName,psychopyVersion,frameRate
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,58,,,,572.5653841,None,571.3821412,572.5821962,a,1,敬佩,k,1,0.647161,0.4066871,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,74,,,,575.5482843,None,574.3650219,575.5651844,a,1,卓越,k,1,0.492375,0.4212238,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,44,,,,578.4655281,None,577.2819919,578.4821765,a,1,豪放,k,1,0.8520796,0.5331771,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,35,,,,581.8655362,None,580.682232,581.8821584,s,1,消沉,l,1,0.5414068,0.5580053,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,37,,,,584.8154347,None,583.632019,584.8322274,s,1,假冒,l,1,0.4819412,0.6524238,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,32,,,,587.8487547,None,586.6656541,587.8653111,s,1,诚恳,k,1,0.5798746,0.4175187,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,2,,,,590.8487305,None,589.6649589,590.8655825,a,1,爽朗,k,1,0.5573008,0.4169531,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,21,21,23,,,,593.7655194,None,592.5821312,593.7821858,a,1,排斥,l,1,0.5635318,0.4924336,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,22,22,66,,,,596.8157146,None,595.6321655,596.8323921,a,1,如愿,l,0,0.4831801,0.4188871,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,23,23,16,,,,599.6154849,None,598.4319603,599.6322253,s,1,赞成,k,1,0.791746,0.481996,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,24,24,15,,,,602.8821704,None,601.6987531,602.8987394,a,1,忧虑,l,1,0.5475907,0.4501498,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,25,25,1,,,,605.9155706,None,604.7320498,605.9322082,a,1,怀疑,l,1,0.9900189,0.4213106,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,26,26,77,,,,609.165462,None,607.9820374,609.1820842,s,1,厌恶,l,1,0.5280735,0.469968,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,27,27,33,,,,612.0655104,None,610.8819767,612.0819625,a,1,心慌,l,1,0.623591,0.3954758,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,28,28,54,,,,615.0154678,None,613.8321012,615.032228,s,1,奉献,k,1,0.9555624,0.6551173,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,29,29,67,,,,618.6822346,None,617.4987923,618.6989205,s,1,闷热,k,0,0.7554084,0.5106053,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,30,30,30,,,,621.7987643,None,620.6154754,621.8154607,s,1,羡慕,k,1,0.6334506,0.5510156,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,31,31,34,,,,624.9489153,None,623.7654531,624.9655638,a,1,鲜艳,k,1,0.5879327,0.4041674,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,32,32,63,,,,627.9990671,None,626.8154185,628.0155278,a,1,损害,l,1,0.6882463,0.4868658,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,33,33,8,,,,631.2154765,None,630.0321344,631.2320884,s,1,瑰丽,k,1,0.8177181,0.4613589,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,34,34,25,,,,634.3153085,None,633.132175,634.3320865,a,1,逃避,l,1,0.5434912,0.3921961,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,35,35,55,,,,637.1490368,None,635.96539,637.1655987,a,1,胡涂,l,1,0.4893283,0.4614703,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,36,36,42,,,,640.0820851,None,638.8989211,640.0986415,a,1,清秀,k,1,0.6360096,0.3644091,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,37,37,62,,,,643.0319528,None,641.8482214,643.0484899,s,1,前进,k,1,0.5569541,0.5092165,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,38,38,64,,,,646.1321465,None,644.9488466,646.1488236,s,1,畅销,k,1,0.5453427,0.4501668,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,39,39,65,,,,649.0655112,None,647.8819121,649.0820743,a,1,沮丧,l,1,0.628221,0.5439555,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,40,40,36,,,,652.2320938,None,651.0486749,652.2480786,a,1,雄厚,k,1,0.8010416,1.331705,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,41,41,27,,,,656.2654172,None,655.0818895,656.2819985,s,1,自卑,l,1,0.6428664,0.4113348,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,42,42,45,,,,659.2652655,None,658.0819761,659.2822634,s,1,轻率,l,1,0.4821536,0.5254571,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,43,43,51,,,,662.1656316,None,660.9819496,662.1822885,s,1,杂乱,l,1,0.460695,0.4256751,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,44,44,50,,,,664.982014,None,663.7979381,664.9988019,a,1,优雅,k,1,0.6547592,0.3665319,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,45,45,48,,,,667.8652203,None,666.6819791,667.8817978,s,1,热切,k,1,0.6083607,0.5034433,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,46,46,17,,,,670.9820837,None,669.79859,670.99889,a,1,丢失,l,1,0.5403907,0.463511,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,47,47,68,,,,673.831984,None,672.6487367,673.8486949,a,1,旺盛,k,1,0.5764864,0.4872091,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,48,48,13,,,,676.7653878,None,675.5819985,676.781922,s,1,撒谎,l,1,0.558591,0.4996418,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,49,49,61,,,,679.74879,None,678.5654178,679.7653433,s,1,懒惰,k,0,0.5111535,0.8190561,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,50,50,5,,,,683.0153753,None,681.8319113,683.0319323,s,1,孤单,l,1,0.5805655,0.6975889,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,51,51,60,,,,686.3486833,None,685.165276,686.3653901,a,1,吉祥,k,1,0.6409473,0.4496944,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,52,52,12,,,,689.4985213,None,688.3151838,689.5151502,a,1,享受,k,1,0.5109774,0.5279014,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,53,53,7,,,,692.5820126,None,691.3987096,692.5986178,a,1,浪费,l,1,0.5235373,0.5266179,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,54,54,26,,,,695.4817528,None,694.2986267,695.4985633,a,1,永恒,k,1,0.5581879,0.4070328,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,55,55,14,,,,698.2820621,None,697.0986555,698.2988363,s,1,生动,k,1,0.5804683,0.5051315,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,56,56,71,,,,701.1984265,None,700.0151567,701.215236,a,1,失意,l,1,0.6079682,0.4678031,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,57,57,46,,,,704.2651372,None,703.0817822,704.2817623,s,1,舒畅,l,0,1.0668461,0.549268,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,58,58,43,,,,707.9319035,None,706.7487233,707.9484654,s,1,缺乏,l,1,0.6058332,0.4731316,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,59,59,73,,,,710.96507,None,709.7819466,710.9822118,a,1,争吵,l,1,0.6082601,0.3842574,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,60,60,52,,,,714.0152893,None,712.8318904,714.0318774,a,1,充裕,k,1,1.1830231,0.5106877,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,61,61,10,,,,717.6653244,None,716.482002,717.6817688,a,1,顽强,k,1,1.1202424,0.378877,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,62,62,20,,,,721.0985483,None,719.9153143,721.1152268,a,1,有利,k,1,0.5162712,0.495328,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,63,63,28,,,,723.9984852,None,722.8155301,724.0152983,a,1,振作,k,1,0.5390586,0.4392834,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,64,64,41,,,,726.9818166,None,725.7985471,726.9985979,a,1,禁止,l,1,0.559437,0.903244,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,65,65,21,,,,730.4486513,None,729.2651827,730.4653298,s,1,黑暗,l,1,0.9065541,0.7606103,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,66,66,59,,,,734.0653332,None,732.8819909,734.0819374,s,1,别扭,l,1,0.5633915,0.5420257,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,67,67,18,,,,737.0152684,None,735.8320612,737.031939,a,1,秀丽,k,1,0.5366738,0.4127486,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,68,68,40,,,,739.9985626,None,738.8151888,740.0150879,s,1,公平,k,1,0.6191656,0.551922,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,69,69,53,,,,743.2317771,None,742.0484987,743.2485919,s,1,处罚,l,1,1.0662753,0.5237678,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,70,70,3,,,,746.8647048,None,745.6812448,746.8812503,s,1,鲁莽,l,1,0.5667846,0.8089573,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,71,71,11,,,,750.148069,None,748.9647973,750.1648049,s,1,悲观,l,1,0.5014761,0.4236182,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,72,72,70,,,,752.9486736,None,751.7646347,752.9647039,s,1,正直,k,1,0.5829586,0.5726263,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,73,73,79,,,,755.9983653,None,754.8152776,756.0153251,a,1,伤心,l,1,0.4736579,0.4592913,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,74,74,69,,,,758.8645821,None,757.6812607,758.8812075,s,1,穷苦,l,1,0.5098631,0.704903,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,75,75,78,,,,761.9485486,None,760.7651762,761.9652595,s,1,精致,k,1,0.4928239,0.4919486,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,76,76,29,,,,764.8480329,None,763.665134,764.864669,s,1,堵塞,l,1,0.5838639,0.5321826,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,77,77,4,,,,767.9321317,None,766.7485335,767.9487976,a,1,留恋,k,1,0.6227034,0.474215,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,78,78,24,,,,770.9319552,None,769.7484,770.9486089,s,1,珍藏,k,1,0.6276436,0.4590401,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,79,79,31,,,,773.8987388,None,772.715185,773.9154562,a,1,慌忙,l,1,0.5248746,0.4389958,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,,,,,,,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,23,,,,784.3652592,None,783.1768439,784.3819544,a,1,厌恶,l,1,0.5098571,0.4603374,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,17,,,,787.3653018,None,786.1817101,787.3819256,a,1,处罚,l,1,0.4811298,0.7292276,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,2,2,47,,,,790.5820039,None,789.3984122,790.5987223,a,1,懒惰,l,1,0.2978521,0.4154466,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,3,3,9,,,,793.3820518,None,792.198349,793.3987178,a,1,闷热,l,1,0.597305,0.3160239,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,4,4,55,,,,796.3650819,None,795.1818431,796.3819231,a,1,伤心,l,1,0.4152469,0.5182567,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,5,5,39,,,,799.2484597,None,798.0650815,799.2652166,a,1,焦躁,l,1,0.3897012,0.9679858,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,6,6,73,,,,802.5649804,None,801.3818281,802.5820149,s,0,别扭,l,1,0.5221912,0.6456068,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,7,7,16,,,,805.7986379,None,804.6151594,805.8153521,s,1,奉献,k,1,0.8246635,1.0305282,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,8,8,29,,,,809.5153516,None,808.3316346,809.5320435,None,0,郁闷,l,1,0.7371699,,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,9,9,28,,,,813.5817991,None,812.3983939,813.5984259,a,1,充裕,l,0,0.5596365,0.6696419,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,10,10,7,,,,816.7650833,None,815.5817597,816.781796,a,1,忧虑,l,1,0.777127,0.9392033,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,11,11,45,,,,820.3484592,None,819.1652043,820.3644103,s,1,嘲笑,l,1,0.5569292,0.8355104,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,12,12,20,,,,823.8152591,None,822.6317513,823.8317811,a,1,典雅,k,1,0.5553083,0.7179276,gsx,f,19,2024_Apr_17_1708,mian,2021.2.3,60.02022682
